	PER403_dmso_1	PER403_dmso_2	PER403_gne_1	PER403_gne_2	PER403_neo_1	PER403_neo_2	PER403_otx_1	PER403_otx_2	PER403_otx_gne_1	PER403_otx_gne_2	TC797_dmso_1	TC797_dmso_2	TC797_gne_1	TC797_gne_2	TC797_neo_1	TC797_neo_2	TC797_otx_1	TC797_otx_2	TC797_otx_gne_1	TC797_otx_gne_2	
ENSG00000166439.6	RNF169	6.368403355	6.438807819	6.379913509	6.331488784	5.922960471	5.788788473	5.708760416	6.02570028	6.213966843	6.130193433	6.504191922	6.454091096	6.511171352	5.481863432	6.048632124	6.065583207	5.992394311	6.048068341	6.147593562	6.153569028
ENSG00000166435.15	XRRA1	3.376432357	3.854623493	3.743745486	3.734936137	4.002583126	3.962321808	4.044862215	3.871468089	3.843961044	3.823558028	3.543644326	3.302455077	3.587788171	3.98119298	4.118104871	4.156164681	3.905387115	3.684120535	3.728270788	3.838473757
ENSG00000118363.12	SPCS2	5.29164457	5.121324338	5.21796156	5.105601068	4.839629026	4.899202337	4.083043287	5.028500189	5.095757311	5.048096107	5.30065262	5.033362732	5.163993205	3.066219805	4.704655868	4.5710128	4.530527302	4.939849302	5.073964674	4.980179391
ENSG00000162139.10	NEU3	5.632431925	5.646047516	5.723470064	5.720056592	6.050989927	5.971184237	5.89556153	5.788123317	5.852356237	5.860834705	5.660383281	5.517698286	5.705347114	5.468392033	6.111962686	6.022290818	5.91658325	5.887170014	5.825521669	5.925978709
ENSG00000149273.15	RPS3	10.02444789	9.654174931	9.855653451	9.792455615	9.945252273	10.05613176	10.1661681	9.753791445	9.811767685	9.694139562	9.549127151	9.74871935	9.610597277	10.27779917	9.799094073	9.724190762	9.843099713	9.683711935	9.659348627	9.696795938
ENSG00000207445.1	SNORD15B	3.206141494	3.118280136	3.12399137	2.405146563	2.993589189	2.560478617	4.026692575	3.086579428	3.268562045	2.833897908	2.973183264	3.19085489	3.055110336	3.385779387	2.967052015	2.962967534	4.112247349	3.33648375	2.777585315	2.46060658
ENSG00000158555.15	GDPD5	0.103412453	0.17035431	0.215258538	0.580531083	2.208714643	2.343259823	2.090438902	1.555528961	1.331213267	1.377777217	-1.114473664	-2.608462066	-0.381328567	1.060826508	1.87999265	2.126082591	1.471626856	0.922386355	1.029339146	0.85793906
ENSG00000149257.14	SERPINH1	6.019026546	6.151302785	6.191027059	6.259125337	5.224494004	5.296217922	6.372829475	5.695886722	5.917107379	6.020751232	6.236264618	6.472419368	6.422652039	7.652191843	5.39334305	5.382695897	5.961209435	5.834020642	5.846427232	5.982906278
ENSG00000062282.15	DGAT2	-0.559029716	0.233962772	-1.180519433	-0.74452425	0.037677735	0.447828533	0.250663451	0.268821179	-1.289852794	-0.358471126	-0.798405601	-0.671594504	-1.157087427	-0.879949671	-0.033174014	0.091324155	-0.492747728	-0.8108902	-0.801556305	-0.277458918
ENSG00000198382.9	UVRAG	4.047128961	4.061624299	4.226667529	4.381868948	4.118749868	4.163012829	3.898384811	4.022685536	4.212393553	4.287007147	4.211331164	4.101934697	4.217956876	4.33935038	4.075899736	3.886859551	4.070348923	3.954588393	4.142029051	4.193598897
ENSG00000137492.8	THAP12	5.620881828	5.52412377	5.731309432	5.68074552	5.724164412	5.714679405	5.331302693	5.671544071	5.662592899	5.675746005	5.584187199	5.590100863	5.627113713	4.919854796	5.638262122	5.589306471	5.484440835	5.673280488	5.631131954	5.639574202
ENSG00000179240.9	GVQW3	1.458279761	1.68037124	1.378706134	1.576008448	1.988696654	1.860569409	1.875221592	2.349346698	2.027981565	2.133082665	1.276607942	1.094430472	1.661102197	2.267712336	1.101267722	2.251355638	2.184992546	1.465575446	1.999122551	1.765908302
ENSG00000255135.3	AP002360.1	1.609791283	1.131314568	1.163814873	0.796857608	0.809792798	0.98724906	0.320512145	0.967107159	1.245386887	1.21490198	1.005684892	0.806328666	1.003652279	0.025844685	0.426967777	0.74961122	-0.261135797	0.801024439	0.323050208	0.056161828
ENSG00000158636.16	EMSY	5.599312551	5.803712071	5.758416545	5.88099204	5.684973561	5.583497886	5.123519991	5.607787634	5.749918316	5.825981631	5.833501984	5.70680268	5.921223786	4.049992011	5.786947263	5.939898328	5.467054356	5.753163883	5.956287637	5.958214137
ENSG00000182704.8	TSKU	5.848958343	5.925505934	5.496199062	5.415818552	4.633391482	4.5837795	5.825219303	5.390402539	5.086531487	5.066792714	5.942783347	6.019467331	5.297368213	5.866334274	4.672917482	4.706034714	5.481779592	5.344557881	4.809398141	5.001604462
ENSG00000255100.1	AP003119.2	-1.417012733	-1.101920883	-1.750257314	-1.806753945	-3.079039719	-3.872863184	-0.88753226	-1.566924953	-1.923183003	-2.151122704	-1.001247489	-0.671594504	-0.717682172	0.18491233	-2.807271284	-2.124325468	-1.110450549	-1.665749913	-3.032272878	-2.46527272
ENSG00000261578.1	AP003119.3	0.642605551	0.915502575	0.122924471	-0.033548751	-0.182523522	-1.245922828	-0.364725662	0.057609638	0.136540193	-0.302553692	1.276607942	1.094430472	0.571614037	-1.235436137	-0.971423756	-0.400965099	0.219659368	-0.191245164	-0.193095796	-0.614137364
ENSG00000078124.12	ACER3	5.196689125	5.368083543	5.879764596	5.965601923	5.88355825	6.045106331	4.441522911	5.711459731	5.682120219	5.971990508	5.496529319	5.465647462	6.019477039	3.591511828	6.208232776	6.106693396	5.372529398	5.851955542	6.081800393	5.868833487
ENSG00000149260.17	CAPN5	0.143705203	0.953788293	2.206507153	2.556894671	4.835963909	4.890634543	4.219560571	3.69992462	3.45694653	3.566356477	0.738571173	0.898955321	2.484742641	3.310121691	4.92036392	5.071459434	4.320199277	4.090286931	4.193370685	4.365696836
ENSG00000137474.21	MYO7A	0.01928523	0.463586078	0.911216998	0.907312986	-0.24325785	-0.48172324	0.732843433	0.616347336	0.512213894	1.095113574	0.282171637	-0.218041588	0.753395891	1.835734155	-0.563021614	-0.487313868	0.618933973	-0.687334998	0.407322077	-0.004674067
ENSG00000149269.9	PAK1	4.279611537	4.447683395	4.6429107	4.81987734	4.112704089	4.330744298	4.662706413	4.707193465	4.458717048	4.642572376	4.854572347	4.878943819	5.257279823	4.914187802	4.507064167	4.734927489	5.179109755	5.032631698	4.836248717	4.844483563
ENSG00000074201.8	CLNS1A	7.04574963	6.863894403	6.838507248	6.735920593	6.707584201	6.732640933	6.501041327	6.688233706	6.690133045	6.635025407	7.005837415	7.05502654	6.765738796	6.618679539	6.751956158	6.699552102	6.804325334	6.817697017	6.767291418	6.687100774
ENSG00000178301.3	AQP11	0.182903131	0.294884764	1.068015205	0.677239179	1.613842145	1.489006184	1.244976668	1.358603264	1.056708359	0.820809409	0.5655791	0.272155342	0.718825858	1.101288654	1.742855994	1.381464947	1.312996271	1.383400909	0.889836495	1.164627699
ENSG00000048649.13	RSF1	6.739296093	6.956957291	6.697563759	6.850956219	6.591741646	6.55155287	6.322649487	6.740719872	6.81222271	6.806525362	7.211427435	7.126209592	7.105941633	6.092671195	6.961959984	6.911593606	6.96729753	7.074396227	6.966198394	6.988175924
ENSG00000087884.14	AAMDC	1.679969886	1.485063791	2.335539348	2.405146563	3.584553873	3.686869755	2.957997332	3.008886369	2.670645149	2.870844162	2.068661529	2.228480013	2.838749618	2.419434956	3.928736222	3.856505326	3.525954017	3.514326861	3.393227078	3.487261795
ENSG00000149262.17	INTS4	4.846143526	4.844000072	5.107851722	5.06596292	4.854197087	4.806597594	4.530792143	4.884808059	5.097289228	5.054801316	4.733010078	4.635950329	5.000925085	4.034404018	4.848644667	4.797895238	4.610666064	4.775061162	5.061014712	4.9221209
ENSG00000151366.13	NDUFC2	5.255328672	5.076482354	5.40356962	5.387512645	5.322041869	5.398467227	4.602643871	5.083393077	5.206361931	5.233277994	5.135593081	5.093397387	5.322049265	4.859211173	5.141101549	5.040933657	4.878877153	5.179867919	5.153895559	5.084258005
ENSG00000159063.13	ALG8	5.979221896	5.84121417	5.965345584	5.805444231	5.223091638	5.082148108	4.576117052	5.378257884	5.655331471	5.569252592	6.056678079	5.929005624	5.938227599	3.503675124	5.029063457	4.985908247	4.912860851	5.457640963	5.601253377	5.53525786
ENSG00000246174.7	KCTD21-AS1	2.56370232	2.521404637	2.18383352	2.256560284	1.331008096	1.489006184	1.863569716	1.749037569	1.948734525	2.070934208	2.586156409	2.863178249	2.226298571	2.892659111	0.959899759	1.726534318	1.847361276	0.960672971	1.731324573	1.55023263
ENSG00000188997.8	KCTD21	2.487475574	2.559145834	3.12399137	3.281023176	4.448945135	4.538793851	4.005643145	3.751053171	3.535888862	3.650214535	2.639513884	2.784427099	3.382246623	3.465437113	4.861952522	4.788738332	4.299191417	4.272542534	4.234321796	4.233656115
ENSG00000118369.13	USP35	2.471734722	2.643548929	2.877842007	3.08343893	3.006689343	2.965909322	3.398400906	2.820675369	3.27939893	3.100769673	2.756837925	2.56640177	3.116154458	4.680469412	2.858373827	3.160476047	3.060491028	2.626840906	3.164144945	2.935650667
ENSG00000033327.13	GAB2	-0.435157853	0.233962772	0.965398788	1.52494684	2.594382843	2.274676891	2.14920574	1.566988135	1.907416489	1.96100637	0.141301067	0.02054779	1.714717215	1.905943308	2.556687972	2.753021492	2.436579656	1.994584737	2.460100788	2.414882032
ENSG00000137513.10	NARS2	5.225133703	5.02571565	4.952207353	4.994253558	4.448945135	4.514834936	4.609636081	4.770513083	4.918197855	4.824651199	5.07716669	4.972498265	4.86130417	5.341130117	4.42650418	4.324026077	4.681956807	4.588993857	4.542195162	4.54884053
ENSG00000227097.5	RPS28P7	-1.011019267	-0.817694355	-1.180519433	-1.237627444	-0.442495877	-0.542304074	-0.310922085	-0.806086095	-1.289852794	-1.965995443	-0.31970523	0.404434771	-0.047963026	1.514751611	0.595776188	0.893235941	0.694431788	0.110669387	-0.132338696	-0.204277018
ENSG00000137509.11	PRCP	5.628000516	5.48870597	5.962018065	5.796501531	6.143592508	6.164225614	5.520332427	5.83330725	5.908407287	5.931759462	5.695449635	5.738482708	5.938227599	4.33086785	6.258156219	6.026192071	5.961209435	5.99024777	6.101697219	5.96715207
ENSG00000165490.13	DDIAS	5.714977282	5.533634151	5.705674169	5.575942536	5.739939727	5.70086052	4.782016384	5.551936206	5.576245702	5.588788952	5.779063309	5.67113185	5.674109903	3.230275704	5.819712104	5.767672419	5.36821308	5.677596992	5.742791972	5.6333488
ENSG00000137502.10	RAB30	2.578476013	3.013427949	3.728159589	3.846585632	5.333784339	5.489225451	3.562339141	4.85590462	4.352399027	4.516119205	2.732487824	2.575785663	3.938888195	1.421957252	5.775565205	5.657546162	4.470047591	5.132439379	4.95650513	4.771528508
ENSG00000246067.7	RAB30-AS1	4.028420433	4.117502297	3.904919759	4.159982976	3.39331704	3.246671641	3.027520934	3.969709383	4.002788943	4.219383412	3.803371812	3.467824596	3.841827049	3.003555711	2.967052015	3.449062344	3.253825344	3.461903215	3.674019709	3.470597057
ENSG00000279900.1	AP001767.4	-0.767395639	-0.039256148	-0.195906432	-0.314339876	-0.851428704	-2.214243103	-1.24298149	-0.806086095	-0.243054194	-0.41664356	0.326229173	-0.861169796	-0.815632312	-0.594968984	-0.971423756	-0.033054758	-0.261135797	-0.191245164	-0.465483528	-1.188800961
ENSG00000165494.11	PCF11	6.784196769	6.880759567	6.50178979	6.531215262	6.521603798	6.33129649	6.459557289	6.693797773	6.488924809	6.471256591	6.862661106	6.714659566	6.530610458	6.196702308	6.277527579	6.616594539	6.664062195	6.732440012	6.410085676	6.306162049
ENSG00000254676.1	AP000873.4	0.221064165	-0.039256148	0.122924471	-0.66331968	-0.014302472	-0.48172324	-0.259053114	-0.114757073	0.136540193	-0.748942415	-0.798405601	-0.861169796	-1.157087427	0.577986869	-0.427333042	-0.319493947	-0.579023349	-0.687334998	-0.322870674	-0.522320507
ENSG00000247137.8	AP000873.2	2.777255914	3.329572145	2.648676903	2.769240967	2.317848774	2.239122753	1.702853447	2.820675369	2.727147096	2.918678566	3.13674515	2.458937656	2.484742641	1.601936413	2.05241493	3.102532409	2.612323441	2.897427786	2.854650592	2.471814816
ENSG00000269939.1	PCF11-AS1	0.724587033	1.228209643	0.534858116	0.738287782	0.315461964	0.508816468	-0.810845326	1.083383413	0.436776791	1.307647711	1.159723324	0.445963387	1.059976727	-0.879949671	-0.245089431	0.858647859	0.057551697	0.301750133	1.106993372	-0.068188675
ENSG00000137494.13	ANKRD42	4.149616595	4.207397397	4.105229904	4.454162113	4.19512288	4.294398028	3.937811531	4.227915451	4.183838971	4.425896779	3.989549588	3.866079311	4.239456365	4.287690558	4.159110334	4.163267846	3.510369905	3.992040764	4.095158698	4.113567428
ENSG00000137500.9	CCDC90B	4.471887125	4.242616938	4.699952911	4.745623177	4.546358491	4.65464812	3.984282043	4.625979619	4.679318043	4.819935497	4.337779931	4.146698577	4.650498863	4.060291216	4.746514005	4.620882363	4.293132553	4.801670889	4.815194054	4.562010673
ENSG00000171204.12	TMEM126B	5.464641065	5.144268294	5.011351898	4.989553052	4.717464786	4.674748272	3.906924572	4.815642932	5.047442587	4.918809354	5.232831584	5.132076033	5.04170521	2.571185577	4.585369749	4.462908225	4.340905616	4.750685411	4.841937968	4.665697521
ENSG00000171202.7	TMEM126A	4.427697463	4.159059297	4.353985875	4.325789534	3.470989362	3.653497104	2.713815157	3.605843264	4.109877498	4.163401726	3.947855143	3.997575835	4.266635978	1.484478516	3.449342834	2.817474095	3.116463392	3.33648375	3.842408792	3.725958558
ENSG00000137504.13	CREBZF	6.356130963	6.464724925	6.46582583	6.571613583	6.793239121	6.754447393	6.140929091	6.66409398	6.605467397	6.741099693	6.269082959	5.968725882	6.542396566	6.953070144	6.609318364	6.814549446	6.56696535	6.724117483	6.709336896	6.572035132
ENSG00000137501.17	SYTL2	0.555683282	1.289369975	0.796338086	1.417059586	3.976187062	4.193518992	3.053393327	3.603062964	2.253569282	2.654824881	1.32083313	1.461391883	1.848652527	1.288147802	4.585369749	4.758570511	4.221562865	4.157757505	3.418830255	3.45937932
ENSG00000073921.18	PICALM	7.130585223	7.199307391	7.355311496	7.406205989	7.819400166	7.9193097	6.806203216	7.748069013	7.56832175	7.66199783	7.345916187	7.316995229	7.552482392	5.772359598	8.065834428	8.030898948	7.619594399	8.008480926	7.819587847	7.793323064
ENSG00000074266.20	EED	5.543934884	5.535213137	5.583238275	5.831068926	5.944394358	5.999350747	5.644678816	6.026219254	5.861399916	5.922257452	5.322569167	5.355548889	5.702032438	4.558623538	5.874087881	5.727503497	5.880669312	5.95037181	5.825521669	5.724021587
ENSG00000254783.1	AP003084.1	-0.559029716	-0.039256148	-0.962506577	-0.033548751	-0.306661757	-0.36769742	0.018199958	0.121175671	-0.306458204	-0.006119833	-0.389252034	-0.154594391	-0.458354135	-2.416042092	0.151563076	0.20582591	0.454940258	0.040905317	-0.132338696	-0.068188675
ENSG00000149196.16	HIKESHI	4.188656389	3.914086785	4.369138779	4.272610216	3.535683091	3.831159787	3.706276875	3.761064985	4.286781764	4.287007147	3.818874465	4.049015218	4.287427252	3.301465032	3.458132266	3.454863	3.654398191	3.783586162	3.926919487	3.855688966
ENSG00000151376.16	ME3	0.968421951	1.56143551	0.60480349	0.907312986	0.868378287	0.567330452	1.226901446	1.220307426	0.436776791	0.918155296	0.528344511	0.637368679	0.883943621	1.811550733	0.27608041	-0.099511099	0.962197206	0.801024439	0.830025613	0.596394148
ENSG00000150687.12	PRSS23	2.905821049	2.766946184	2.272465323	2.18160984	3.235348515	3.427339786	3.006483675	3.152716266	2.789122183	2.696583785	3.422030361	3.384841187	2.84677645	2.655121207	3.80673095	3.466394808	3.473338651	3.558685165	2.976895348	3.153156882
ENSG00000174804.4	FZD4	1.652306734	2.161325385	2.18383352	2.82659194	4.100535991	4.330744298	3.022290308	3.600277297	2.884477364	3.156694362	1.465745078	1.703202991	2.410869042	1.657263627	4.357712833	4.275686042	3.290783708	3.494890543	3.377644195	3.323686657
ENSG00000166575.17	TMEM135	4.473863941	4.470970101	4.735466705	4.787747537	4.962372564	4.944057246	3.642934642	4.890519903	4.886652998	4.921746725	4.481080927	4.208329695	4.777703547	2.267712336	4.923540683	4.706034714	4.129352161	4.651770741	4.84382941	4.628622059
ENSG00000123892.12	RAB38	0.258241751	0.463586078	1.667268156	1.300447481	1.488712342	1.673458823	0.831837255	1.130483522	1.392390154	1.52411559	-1.114473664	-0.671594504	0.450425093	0.18491233	0.984444133	1.054733628	0.113636024	0.758190581	1.227793944	0.82335537
ENSG00000109861.16	CTSC	6.985017858	6.885719024	6.833963695	6.690784752	7.130465294	7.087170574	6.80582274	7.13670678	6.783012187	6.753105648	6.855632123	6.80170877	6.703008556	5.525261262	7.016532496	6.944434338	6.934099993	7.155032963	6.849137529	6.779638372
ENSG00000168959.14	GRM5	-0.321085913	-0.039256148	-0.962506577	-1.360266094	-1.737154103	-2.674817674	-1.715678694	-1.136920433	-1.167076241	-1.654658544	0.039114334	0.361675214	-0.308207802	-1.708199454	-1.409285459	-2.124325468	-0.987351657	-0.946026474	-0.89941159	-1.503052842
ENSG00000168930.13	TRIM49	-0.215376323	-1.101920883	-0.605796676	-1.019791707	2.884271688	2.455953547	1.551311221	0.91425486	0.272926414	-0.302553692	0.18980244	0.404434771	0.407655837	-1.046771311	3.662080405	3.92914397	2.803475048	2.795199336	2.065465778	2.268311956
ENSG00000204449.3	TRIM49C	-1.011019267	-1.672461996	-1.180519433	-2.456751855	1.775644084	1.533713127	0.099921049	0.268821179	-0.592258177	-0.906739418	-1.371671745	-0.035503272	-0.815632312	-2.416042092	3.033247688	3.14620685	1.896145768	2.066569197	1.442721541	1.463057972
ENSG00000110172.12	CHORDC1	7.182881368	7.172670884	7.176651326	7.047684032	6.995699163	6.79480168	5.985658901	6.982389469	7.165042456	7.121819016	7.16479757	6.852296196	7.274972972	5.515937372	6.960027517	7.046880325	6.691961144	7.072212131	7.121616205	6.977402981
ENSG00000214391.3	TUBAP2	-1.199781387	-0.952819447	-1.180519433	-1.64208832	-1.290054017	-1.148524077	-0.259053114	-1.470059211	-1.167076241	-0.606715665	-0.620599276	-0.284407953	0.172433494	-0.594968984	-0.427333042	-0.579161697	-0.191517381	-0.277744611	-0.801556305	0.114535844
ENSG00000165323.15	FAT3	4.978740052	5.404822722	4.398975324	4.771410257	4.503103381	4.760319678	4.453231305	4.988580329	4.323894414	4.508324033	6.562336317	6.549455007	6.007890743	5.107841191	6.16459717	5.976651343	6.282712	6.170522812	5.709984531	5.648244881
ENSG00000180773.15	SLC36A4	2.839907838	3.16798045	3.869838164	3.853500555	3.125544347	3.43128354	1.839979787	3.490227009	3.632029055	3.860766631	3.496221705	3.268136557	4.012093582	1.544402498	3.492764102	3.472126329	2.894330484	3.393575736	3.982919695	3.776549436
ENSG00000166002.7	SMCO4	-1.304312262	-0.474880934	0.215258538	0.157367436	-1.054135659	-0.027444088	-0.88753226	-1.21327393	-0.442292559	-0.358471126	-1.684889384	-2.303101005	-0.047963026	0.258318765	-0.879970332	-1.468505104	-0.411341696	-0.8108902	-1.117611583	-1.054098946
ENSG00000166004.15	CEP295	6.197103418	6.382905229	6.407085337	6.517675193	6.276624145	6.037364863	5.819199653	6.297841521	6.461828467	6.503474179	6.383623971	6.230982122	6.549791117	4.832419838	6.202359613	6.397670944	6.36588633	6.338042917	6.485928183	6.475807159
ENSG00000254911.3	SCARNA9	1.953678748	2.387954555	1.565699636	1.641395454	1.962042918	2.230095604	-1.862761554	2.188022469	1.697215582	2.392219302	0.95045352	1.170724576	1.714717215	-6.739116756	1.638462295	1.143610843	-0.000801386	1.383400909	1.482115624	0.78792225
ENSG00000279696.1	AP001273.1	2.164191982	2.745281175	1.600356425	1.835496401	1.713083623	1.632937801	0.783189263	2.349346698	2.151092527	2.173075752	2.66547039	2.192333089	2.163417613	0.258318765	1.250394092	2.183106348	2.076291094	2.012920367	2.1776985	2.000688447
ENSG00000166012.16	TAF1D	7.501705959	7.438729979	7.344491058	7.172515341	7.288654216	7.042750266	6.315718098	7.308248999	7.356305552	7.399240228	7.365842092	6.949795599	7.187213458	5.456744146	6.916047652	7.483808324	7.157727627	7.384470523	7.409367803	7.147807507
ENSG00000202314.1	SNORD6	0.430987431	0.034050385	-0.081619656	-0.085504305	-0.515530844	-0.423584095	-2.671989253	-0.229016201	-0.068021832	-0.248722936	0.141301067	-0.966199142	-0.381328567	-6.739116756	-0.879970332	-0.579161697	-2.213380505	0.301750133	-0.07403723	-0.81741151
ENSG00000182919.14	C11orf54	2.882199566	2.809323939	3.112031638	2.747132623	3.131536667	3.3080129	1.875221592	3.297323683	3.026324902	2.947789191	2.51179734	2.489048805	2.924680153	0.577986869	3.367731055	3.167558068	2.511554564	3.141948546	3.188165517	2.943723152
ENSG00000042429.12	MED17	3.98472452	4.091981099	3.876923061	3.760913233	4.169141077	3.940350762	4.042280521	3.986874326	4.310749222	4.123135773	3.919373995	3.607048899	3.776095717	4.80512155	3.559629316	4.127397045	3.936817319	3.93067712	4.123463234	3.624153623
ENSG00000110218.9	PANX1	4.154554735	4.461036074	4.574832384	4.75673127	4.693360982	4.88345564	4.595617607	4.690264806	4.675220975	4.6812197	4.254723912	4.134049994	4.490636804	4.789729628	4.532254437	4.269116572	4.329109837	4.39642894	4.299173093	4.424564322
ENSG00000020922.12	MRE11	5.662209831	5.775933615	5.545941955	5.726662476	5.253633125	5.291886535	4.738024406	5.461198797	5.612050256	5.721133574	5.850572711	5.693933283	5.787917515	4.487899571	5.358557526	5.29001374	5.213201224	5.437420274	5.640955534	5.6170359
ENSG00000255893.1	AP000786.1	-0.11688633	0.294884764	0.383890383	0.365183455	-0.759843048	-1.46298675	-1.054337565	0.211563127	-0.014098481	0.716416758	0.450862115	-0.353975114	0.172433494	-1.235436137	-1.409285459	-0.242378704	-0.411341696	-0.191245164	0.138125376	0.170639508
ENSG00000168876.9	ANKRD49	3.756918584	3.677207554	3.811870458	3.605748209	3.81797621	3.729131181	2.832126326	3.681592776	3.685966673	3.695541774	3.642791727	3.50759239	3.873602737	2.655121207	3.71803757	3.953932249	3.457172438	3.695517025	4.033516316	3.829788501
ENSG00000196371.3	FUT4	2.390346377	2.700949996	2.563416723	2.986116095	3.125544347	3.110652436	2.187094509	2.695753288	2.912593064	3.09557645	2.382140108	2.309459171	2.862697364	2.949172694	3.073843847	2.987186212	2.469189993	2.528311416	2.983773565	2.717593472
ENSG00000166025.18	AMOTL1	6.272290916	6.53348837	6.502935122	6.67379323	6.972100549	7.133898459	7.040269887	6.955121639	6.695200013	6.816423677	6.192304492	6.315330346	6.481834756	6.540829839	7.086580337	7.111653121	6.984319412	6.984926313	6.654355304	6.707986257
ENSG00000150316.12	CWC15	5.724140944	5.449050136	5.735213199	5.731362514	5.389855118	5.526571181	5.530499992	5.483290242	5.665693786	5.593401732	5.656074308	5.688536967	5.784787423	5.648132006	5.413818763	5.391796069	5.458958607	5.439116198	5.594528814	5.7146169
ENSG00000186280.7	KDM4D	1.609791283	1.586020007	2.014280013	1.916971886	0.037677735	0.567330452	1.280461595	0.859392476	1.664521384	1.671001347	1.615287527	1.44099784	2.014602471	1.288147802	0.717903268	0.893235941	0.579649863	0.922386355	1.156533853	1.67184921
ENSG00000263465.4	SRSF8	5.60563697	5.512948503	5.576726243	5.497549224	5.257748225	5.330408688	5.304621273	5.581898325	5.445237358	5.527440782	5.433726523	5.438900455	5.422138118	4.783526583	5.303535483	5.263818301	5.328773847	5.515049088	5.327500629	5.344179887
ENSG00000149218.5	ENDOD1	5.59568611	5.725650204	5.642640396	5.73604729	6.752992069	6.904547925	6.069825188	6.495185656	5.953931224	6.135896284	5.709032975	5.738482708	5.801403318	5.289535137	6.926377406	6.7056466	6.359377029	6.654290871	6.371270758	6.280098787
ENSG00000149212.11	SESN3	3.967991214	4.477554987	5.206758935	5.636329253	7.458867528	7.805035904	5.702233544	7.243666624	6.258462427	6.695916826	4.32154685	4.134049994	5.904978496	3.739847554	8.089538932	7.883586272	7.060311005	7.619869544	7.197540096	7.021451242
ENSG00000077458.13	FAM76B	4.341548056	4.437587153	4.655325326	4.596976102	4.776019188	4.792869419	3.860783669	4.766791275	4.656638803	4.802511502	4.531350108	4.162354938	4.754424706	3.136045554	4.674803899	4.760913641	4.39282468	4.81217886	4.882987411	4.633620851
ENSG00000166037.11	CEP57	6.089051341	6.036699158	5.955339915	6.066505449	5.322041869	5.315549831	5.140517105	5.834492995	5.893495647	5.813383683	6.196761274	6.029746384	6.241966528	5.178093651	5.369081532	5.220209407	5.519895255	5.738088329	5.729553798	5.708707685
ENSG00000087053.18	MTMR2	6.280219986	6.239178354	6.437353707	6.357867891	5.761352922	5.763202851	5.376071126	6.153763744	6.369125632	6.250726184	6.373161313	6.258921652	6.424664415	4.521832905	5.850080771	5.716680642	5.883696524	6.050289267	6.268699241	6.169145133
ENSG00000184384.14	MAML2	-0.165291024	0.103811476	-0.081619656	-0.139401051	1.200274725	1.008522523	0.878898195	1.566988135	-0.243054194	0.239664638	1.230984062	0.837869631	1.059976727	-0.594968984	1.826691843	2.081785147	2.369060679	2.263194407	0.947266146	1.394036205
ENSG00000149231.14	CCDC82	4.134699943	4.295749065	4.900997798	4.992688423	5.667551448	5.721136891	4.447388986	5.306583321	5.311729161	5.367520899	4.390607788	4.095424949	5.186305802	3.369306116	5.665080915	5.809019377	5.098021709	5.371451745	5.563874265	5.432878274
ENSG00000183340.7	JRKL	3.333531123	3.808360282	3.562273911	3.689285954	4.063403529	4.148712507	3.176221934	4.180212603	3.915174402	4.063210645	3.538971598	3.625239597	3.931359132	2.641466689	4.064433345	4.208605048	3.909353542	4.264912916	4.069524285	4.06998014
ENSG00000165895.19	ARHGAP42	2.751412937	2.919825759	3.597012108	3.937251585	4.072776628	4.069953683	3.18092407	4.061685252	3.915174402	4.200156925	1.829416621	1.481501648	3.055110336	1.736468702	3.027353847	3.15335909	2.602557444	2.707858092	2.920656179	2.975568846
ENSG00000082175.14	PGR	1.720494788	1.831952909	1.731213609	1.453925754	0.978861525	1.277465146	0.419326659	1.42307795	0.868583168	0.870303249	2.473129378	2.407312263	2.432364581	1.514751611	1.542546109	1.564292011	1.53461197	1.664253138	1.002496935	1.049652423
ENSG00000137672.13	TRPC6	7.224569404	7.343712261	6.66519071	6.500707079	3.566973626	3.591409108	5.507287381	5.697842566	5.595885529	5.557024725	6.927111552	6.882858438	5.874875427	5.315563263	2.891196518	2.844238894	4.335019782	4.324849105	4.003371768	4.091938387
ENSG00000254506.1	AP003080.1	3.798524656	3.823946772	2.790493992	2.478548903	-0.306661757	-0.11675414	1.17127595	1.067335357	1.713288972	1.804304417	3.278040156	3.19085489	1.679196164	0.976329907	-0.563021614	-0.782511851	-0.579023349	-0.109639894	-0.465483528	-0.068188675
ENSG00000110318.13	CEP126	2.899951838	3.292707364	2.71343338	2.776535763	2.185860985	2.408729876	1.365533535	2.464109406	2.568318335	2.770137131	2.796529808	2.528243655	2.494993865	0.394795459	1.87999265	1.854919218	1.264274093	1.59291652	2.292946083	1.729017236
ENSG00000137691.13	CFAP300	2.330513114	2.209588873	1.935034761	1.76389877	1.245181762	1.345918751	0.680676954	1.345355204	1.744908295	1.739191963	1.667597508	1.596606787	1.265563667	1.21628158	-0.135244221	0.030474667	0.657176684	0.801024439	0.735386257	0.676081586
ENSG00000277459.1	AP001527.2	-1.011019267	-1.456232526	-1.437444698	-1.360266094	-1.923381629	-1.46298675	-0.539336986	-1.21327393	-1.289852794	-1.083939683	-0.89626455	-1.079479303	-1.792056067	0.976329907	-1.409285459	-1.019302401	-3.444293738	-0.573531626	-0.801556305	-0.930906817
